COD_ARMADOR,COD_LOCAL_ORIGENS,COD_LOCAL_DESTINOS,MIN_INTAKE,MAX_INTAKE,FRETE_POR_TON,TEMPO_IDA,TEMPO_IDA_VOLTA
COLOMBO,Portocel,Rlyeh;Deliora;Ngorim;Zuldazar,58000,58000,"51,17626789",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Namek;Yjigar,58000,58000,"51,77929819",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Namek;Zuldazar,58000,58000,"51,77929819",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Konoha;Yjigar,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Konoha;Zuldazar,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Ulthar,58000,58000,"50,84077006",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Ulthar;Yjigar,58000,58000,"52,10007742",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Ulthar;Zuldazar,58000,58000,"52,10007742",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Lothlorien;Yjigar,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Lothlorien;Zuldazar,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Yjigar,58000,58000,"50,43384365",2,3
COLOMBO,Portocel,Rlyeh;Deliora;Zuldazar,58000,58000,"50,43384365",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Lyngard;Nassauia,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Lyngard;Yjigar,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Lyngard;Zuldazar,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Nassauia;Tahlenwald,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Nassauia;Dirtmouth,58000,58000,"51,80094322",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Nassauia;Marineford,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Tahlenwald;Yjigar,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Tahlenwald;Zuldazar,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Dirtmouth;Yjigar,58000,58000,"51,80094322",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Dirtmouth;Zuldazar,58000,58000,"51,80094322",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Marineford;Yjigar,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Promethea;Marineford;Zuldazar,58000,58000,"51,71436313",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Lyngard;Nassauia,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Lyngard;Yjigar,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Lyngard;Zuldazar,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Nassauia;Tahlenwald,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Nassauia;Dirtmouth,58000,58000,"51,36804278",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Nassauia;Marineford,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Tahlenwald;Yjigar,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Tahlenwald;Zuldazar,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Dirtmouth;Yjigar,58000,58000,"51,36804278",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Dirtmouth;Zuldazar,58000,58000,"51,36804278",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Marineford;Yjigar,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Ichoris;Marineford;Zuldazar,58000,58000,"51,2814627",2,3
COLOMBO,Portocel,Rlyeh;Askr,58000,58000,"48,14380036",2,3
COLOMBO,Portocel,Rlyeh;Askr;Lyngard;Nassauia,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Lyngard;Yjigar,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Lyngard;Zuldazar,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Nassauia,58000,58000,"49,1896878",2,3
COLOMBO,Portocel,Rlyeh;Askr;Nassauia;Tahlenwald,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Nassauia;Dirtmouth,58000,58000,"51,31393023",2,3
COLOMBO,Portocel,Rlyeh;Askr;Nassauia;Marineford,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Tahlenwald;Yjigar,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Tahlenwald;Zuldazar,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Dirtmouth;Yjigar,58000,58000,"51,31393023",2,3
COLOMBO,Portocel,Rlyeh;Askr;Dirtmouth;Zuldazar,58000,58000,"51,31393023",2,3
COLOMBO,Portocel,Rlyeh;Askr;Marineford;Yjigar,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Marineford;Zuldazar,58000,58000,"51,22735014",2,3
COLOMBO,Portocel,Rlyeh;Askr;Yjigar,58000,58000,"49,1896878",2,3
COLOMBO,Portocel,Rlyeh;Askr;Zuldazar,58000,58000,"49,1896878",2,3
COLOMBO,Portocel,Rlyeh;Lyngard,58000,58000,"49,16544538",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Seireitei,58000,58000,"50,81912503",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Seireitei;Nassauia,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Seireitei;Yjigar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Seireitei;Zuldazar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Nassauia,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Nassauia;Namek,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Nassauia;Konoha,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Nassauia;Ulthar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Nassauia;Lothlorien,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Ngorim;Nassauia,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Ngorim;Yjigar,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Ngorim;Zuldazar,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Namek;Yjigar,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Namek;Zuldazar,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Konoha;Yjigar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Konoha;Zuldazar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Ulthar,58000,58000,"50,81912503",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Ulthar;Yjigar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Ulthar;Zuldazar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Lothlorien;Yjigar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Lothlorien;Zuldazar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Yjigar,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Lyngard;Zuldazar,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Seireitei,58000,58000,"48,99488261",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Nassauia;Tahlenwald,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Nassauia;Dirtmouth,58000,58000,"52,16501248",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Nassauia;Marineford,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Tahlenwald,58000,58000,"50,81912503",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Tahlenwald;Yjigar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Tahlenwald;Zuldazar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Dirtmouth,58000,58000,"50,90570512",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Dirtmouth;Yjigar,58000,58000,"52,16501248",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Dirtmouth;Zuldazar,58000,58000,"52,16501248",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Marineford,58000,58000,"50,81912503",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Marineford;Yjigar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Seireitei;Marineford;Zuldazar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Nassauia,58000,58000,"48,3870904",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Namek;Tahlenwald,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Namek;Dirtmouth,58000,58000,"51,84423326",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Namek;Marineford,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Tahlenwald,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Tahlenwald;Konoha,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Tahlenwald;Ulthar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Tahlenwald;Lothlorien,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Dirtmouth,58000,58000,"50,49877871",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Dirtmouth;Konoha,58000,58000,"51,30613802",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Dirtmouth;Ulthar,58000,58000,"52,16501248",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Dirtmouth;Lothlorien,58000,58000,"51,30613802",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Konoha,58000,58000,"49,45808607",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Konoha;Marineford,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Marineford,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Marineford;Ulthar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Marineford;Lothlorien,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Nassauia;Lothlorien,58000,58000,"49,45808607",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Nassauia,58000,58000,"49,39315101",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Nassauia;Tahlenwald,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Nassauia;Dirtmouth,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Nassauia;Marineford,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Tahlenwald;Yjigar,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Tahlenwald;Zuldazar,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Dirtmouth;Yjigar,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Dirtmouth;Zuldazar,58000,58000,"51,24120296",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Marineford;Yjigar,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Marineford;Zuldazar,58000,58000,"51,15462287",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Yjigar,58000,58000,"49,39315101",2,3
COLOMBO,Portocel,Rlyeh;Ngorim;Zuldazar,58000,58000,"49,39315101",2,3
COLOMBO,Portocel,Rlyeh;Namek;Tahlenwald;Yjigar,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Namek;Tahlenwald;Zuldazar,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Namek;Dirtmouth;Yjigar,58000,58000,"51,84423326",2,3
COLOMBO,Portocel,Rlyeh;Namek;Dirtmouth;Zuldazar,58000,58000,"51,84423326",2,3
COLOMBO,Portocel,Rlyeh;Namek;Marineford;Yjigar,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Namek;Marineford;Zuldazar,58000,58000,"51,75765317",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald,58000,58000,"49,16544538",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Konoha;Yjigar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Konoha;Zuldazar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Ulthar,58000,58000,"50,81912503",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Ulthar;Yjigar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Ulthar;Zuldazar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Lothlorien;Yjigar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Lothlorien;Zuldazar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Yjigar,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Tahlenwald;Zuldazar,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth,58000,58000,"49,25202547",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Konoha;Yjigar,58000,58000,"51,30613802",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Konoha;Zuldazar,58000,58000,"51,30613802",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Ulthar,58000,58000,"50,90570512",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Ulthar;Yjigar,58000,58000,"52,16501248",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Ulthar;Zuldazar,58000,58000,"52,16501248",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Lothlorien;Yjigar,58000,58000,"51,30613802",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Lothlorien;Zuldazar,58000,58000,"51,30613802",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Yjigar,58000,58000,"50,49877871",2,3
COLOMBO,Portocel,Rlyeh;Dirtmouth;Zuldazar,58000,58000,"50,49877871",2,3
COLOMBO,Portocel,Rlyeh;Konoha;Marineford;Yjigar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Konoha;Marineford;Zuldazar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Konoha;Yjigar,58000,58000,"49,45808607",2,3
COLOMBO,Portocel,Rlyeh;Konoha;Zuldazar,58000,58000,"49,45808607",2,3
COLOMBO,Portocel,Rlyeh;Marineford,58000,58000,"49,16544538",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Ulthar,58000,58000,"50,81912503",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Ulthar;Yjigar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Ulthar;Zuldazar,58000,58000,"52,07843239",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Lothlorien;Yjigar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Lothlorien;Zuldazar,58000,58000,"51,21955793",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Yjigar,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Marineford;Zuldazar,58000,58000,"50,41219863",2,3
COLOMBO,Portocel,Rlyeh;Ulthar,58000,58000,"48,99488261",2,3
COLOMBO,Portocel,Rlyeh;Lothlorien;Yjigar,58000,58000,"49,45808607",2,3
COLOMBO,Portocel,Rlyeh;Lothlorien;Zuldazar,58000,58000,"49,45808607",2,3
COLOMBO,Portocel,Rlyeh;Yjigar,58000,58000,"48,3870904",2,3
COLOMBO,Portocel,Rlyeh;Zuldazar,58000,58000,"48,3870904",2,3
COLOMBO,Portocel,Dornfall;Promethea,58000,58000,"37,94764787",2,3
COLOMBO,Portocel,Dornfall;Promethea;Nassauia;Konoha,58000,58000,"40,31385477",2,3
COLOMBO,Portocel,Dornfall;Promethea;Nassauia;Lothlorien,58000,58000,"40,31385477",2,3
COLOMBO,Portocel,Dornfall;Promethea;Ngorim;Nassauia,58000,58000,"40,26213063",2,3
COLOMBO,Portocel,Dornfall;Promethea;Ngorim;Yjigar,58000,58000,"40,26213063",2,3
COLOMBO,Portocel,Dornfall;Promethea;Ngorim;Zuldazar,58000,58000,"40,26213063",2,3
COLOMBO,Portocel,Dornfall;Promethea;Konoha;Yjigar,58000,58000,"40,31385477",2,3
COLOMBO,Portocel,Dornfall;Promethea;Konoha;Zuldazar,58000,58000,"40,31385477",2,3
COLOMBO,Portocel,Dornfall;Promethea;Lothlorien;Yjigar,58000,58000,"40,31385477",2,3
COLOMBO,Portocel,Dornfall;Promethea;Lothlorien;Zuldazar,58000,58000,"40,31385477",2,3
COLOMBO,Portocel,Dornfall;Ichoris,58000,58000,"37,60282029",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Nassauia;Konoha,58000,58000,"39,96902718",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Nassauia;Lothlorien,58000,58000,"39,96902718",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Ngorim;Nassauia,58000,58000,"39,91730304",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Ngorim;Yjigar,58000,58000,"39,91730304",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Ngorim;Zuldazar,58000,58000,"39,91730304",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Konoha;Yjigar,58000,58000,"39,96902718",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Konoha;Zuldazar,58000,58000,"39,96902718",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Lothlorien;Yjigar,58000,58000,"39,96902718",2,3
COLOMBO,Portocel,Dornfall;Ichoris;Lothlorien;Zuldazar,58000,58000,"39,96902718",2,3
COLOMBO,Portocel,Dornfall;Askr;Nassauia;Konoha,58000,58000,"39,92592373",2,3
COLOMBO,Portocel,Dornfall;Askr;Nassauia;Lothlorien,58000,58000,"39,92592373",2,3
COLOMBO,Portocel,Dornfall;Askr;Ngorim;Nassauia,58000,58000,"39,8741996",2,3
COLOMBO,Portocel,Dornfall;Askr;Ngorim;Yjigar,58000,58000,"39,8741996",2,3
COLOMBO,Portocel,Dornfall;Askr;Ngorim;Zuldazar,58000,58000,"39,8741996",2,3
COLOMBO,Portocel,Dornfall;Askr;Konoha;Yjigar,58000,58000,"39,92592373",2,3
COLOMBO,Portocel,Dornfall;Askr;Konoha;Zuldazar,58000,58000,"39,92592373",2,3
COLOMBO,Portocel,Dornfall;Askr;Lothlorien;Yjigar,58000,58000,"39,92592373",2,3
COLOMBO,Portocel,Dornfall;Askr;Lothlorien;Zuldazar,58000,58000,"39,92592373",2,3
COLOMBO,Portocel,Dornfall;Seireitei,58000,58000,"38,23764787",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Nassauia;Konoha,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Nassauia;Lothlorien,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Ngorim,58000,58000,"39,54902718",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Ngorim;Nassauia,58000,58000,"40,55213063",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Ngorim;Yjigar,58000,58000,"40,55213063",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Ngorim;Zuldazar,58000,58000,"40,55213063",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Konoha,58000,58000,"39,60075132",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Konoha;Yjigar,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Konoha;Zuldazar,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Lothlorien,58000,58000,"39,60075132",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Lothlorien;Yjigar,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Seireitei;Lothlorien;Zuldazar,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Nassauia;Namek;Konoha,58000,58000,"40,34833753",2,3
COLOMBO,Portocel,Dornfall;Nassauia;Namek;Lothlorien,58000,58000,"40,34833753",2,3
COLOMBO,Portocel,Dornfall;Nassauia;Konoha,58000,58000,"39,27661339",2,3
COLOMBO,Portocel,Dornfall;Nassauia;Konoha;Ulthar,58000,58000,"40,60385477",2,3
COLOMBO,Portocel,Dornfall;Nassauia;Konoha;Lothlorien,58000,58000,"39,91971684",2,3
COLOMBO,Portocel,Dornfall;Nassauia;Ulthar;Lothlorien,58000,58000,"40,60385477",2,3
